genres,original_language,popularity,production_companies,release_date,budget,runtime,vote_average
Horror-Science Fiction-Thriller,en,49.641,Gaumont-Dark Castle Entertainment-Copperheart Entertainment-Senator Entertainment Co-Warner Bros. Pictures-Canal+,2009-10-06,26000000.0,104.0,5.794
Comedy-Drama-Romance,en,49.64,Fox 2000 Pictures-Dune Entertainment-Major Studio Partners-Peninsula Films,2006-06-29,35000000.0,109.0,7.38
Fantasy-Action-Science Fiction-Thriller-Horror,en,49.551,Dune Entertainment-Davis Entertainment-Brandywine Productions-20th Century Fox,2007-12-25,40000000.0,94.0,5.136
Science Fiction-Fantasy-Action,en,49.457,Village Roadshow Pictures-Warner Bros. Pictures-Dune Entertainment-Anarchos Productions,2015-02-04,176000003.0,127.0,5.4
Drama,fr,49.445,Kasso Productions-La Sept Cinéma-Les Productions Lazennec-Canal+-StudioCanal,1995-05-31,2600000.0,98.0,8.092
Adventure-Drama,en,49.338,Studio 8-Columbia Pictures-The Picture Company,2018-08-17,51000000.0,97.0,6.473
Comedy-Horror,en,49.336,Pariah-Columbia Pictures-Relativity Media,2009-10-07,23600000.0,88.0,7.262
Adventure-Fantasy-Romance-Family,en,49.295,Walt Disney Pictures-Rideback,2019-05-22,183000000.0,127.0,7.1
Thriller-Drama-Crime,en,49.29,USA Films-Initial Entertainment Group-Bedford Falls Productions-Laura Bickford Productions-Compulsion Inc.,2000-12-27,48000000.0,147.0,7.1
Crime-Fantasy-Drama,en,49.28,Rising Star-VIP Medienfonds 4-Nouvelles Éditions de Films (NEF)-Davis Films-Ikiru Films-Constantin Film-MEDIA Programme of the European Union-DreamWorks Pictures-Summit Entertainment-Bernd Eichinger Productions-CNC-Castelao Productions-Eurimages-Atresmedia,2006-09-13,60000000.0,147.0,7.4
Fantasy-Animation-Family,ja,49.118,Studio Ghibli-Nibariki-Tokuma Shoten,1988-04-16,3700000.0,86.0,8.068
Adventure-Action-Thriller-Science Fiction,en,49.095,Paramount-Spyglass Entertainment-di Bonaventura Pictures-Hasbro-Kontsept Film Company,2009-08-03,175000000.0,118.0,5.766
Science Fiction-Horror-Action,en,49.067,20th Century Fox-Brandywine Productions,1997-11-12,70000000.0,109.0,6.2
Comedy-Fantasy,en,49.064,Columbia Pictures-Delphi Films-Black Rhino Productions,1984-06-08,30000000.0,107.0,7.5
Action-Adventure-Science Fiction-Fantasy,en,49.061,The Donners' Company-Bad Hat Harry Productions-Genre Films-Hutch Parker Entertainment-20th Century Fox,2016-05-18,178000000.0,144.0,6.514
Adventure-Animation-Mystery,en,49.049,Paramount Pictures-Columbia Pictures-Hemisphere Media Capital-Nickelodeon Movies-Amblin Entertainment-WingNut Films-The Kennedy/Marshall Company,2011-10-24,130000000.0,107.0,6.896
Animation-Adventure-Comedy,de,49.048,Little Dream Entertainment-brave new work Filmproduktions-Coop 99 Filmproduktion,2021-06-24,2000000.0,81.0,6.4
Comedy,en,49.032,New Line Cinema,2009-03-25,20000000.0,102.0,6.3
Action-Drama-Thriller,en,49.012,Columbia Pictures-Centropolis Entertainment-Iron Horse Entertainment-Mythology Entertainment,2013-06-27,150000000.0,131.0,6.4
Drama-Comedy-Romance-Crime,fr,49.011,Les Films du Kiosque-Orange Studio-Pathé-TF1 Films Production-Canal+-Ciné+,2022-11-01,14000000.0,142.0,7.0
Adventure-Animation-Fantasy,ja,48.91,Topcraft,1984-03-11,1000000.0,117.0,7.9
Action-Crime-Thriller,en,48.796,20th Century Fox-Ingenious Media-Medienboard Berlin-Brandenburg-Fox International Productions-Dayday Films-Daybreak Productions-Prime Universe Productions-TSG Entertainment-Giant Pictures-Deutscher Filmförderfonds,2015-08-20,35000000.0,96.0,5.809
Drama-Thriller-Mystery,en,48.778,Phoenix Pictures-Paramount-Appian Way-Sikelia Productions,2010-02-14,80000000.0,138.0,8.197
Action-Thriller-Comedy,en,48.74,Bay Films-Skydance Media,2019-12-13,150000000.0,128.0,6.3
Drama-Adventure-Science Fiction,en,48.685,Scott Free Productions-Genre Films,2015-09-30,108000000.0,141.0,7.7
Action-Crime,en,48.561,Universal Pictures-Appian Way-Forward Pass-dentsu-Relativity Media-Tribeca Productions-Misher Films,2009-07-01,100000000.0,140.0,6.7
History-War-Drama-Adventure,en,48.558,Bryna Productions,1960-10-13,12000000.0,197.0,7.6
Action-Crime-Drama-Thriller,en,48.558,DreamWorks Pictures-Andrea Leone Films-Reliance Entertainment-Bandito Brothers-Touchstone Pictures-Electronic Arts-Revolution Sun Studios-RAI Cinema-Leone Film Group-01 Distribution,2014-03-12,66000000.0,132.0,6.361
Music-Fantasy-Comedy-Science Fiction-Family-TV Movie,en,48.43,Resonate Entertainment-Bloor Street Productions,2022-07-09,36000000.0,88.0,7.6
Action-Adventure-Fantasy,en,48.424,Universal Pictures-Atlas Entertainment-Legendary Pictures-Blizzard Entertainment-Tencent Pictures,2016-05-25,160000000.0,123.0,6.4
Action-War-History,en,48.365,Jerry Bruckheimer Films-Revolution Studios-Scott Free Productions,2001-12-28,92000000.0,145.0,7.383
Comedy-Science Fiction-Action,en,48.243,DreamWorks Pictures-Columbia Pictures-The Montecito Picture Company,2001-06-08,80000000.0,101.0,6.065
Science Fiction-Action-Thriller,en,48.185,TOHO-TriStar Pictures-Independent Pictures (II)-Fried Films-Centropolis Entertainment,1998-05-20,130000000.0,138.0,5.601
Drama-Romance,en,48.103,Carmel Entertainment-Provident Films-Samuel Goldwyn Films-Affirm Films-Sherwood Pictures-FortyFour Studios,2008-09-26,500000.0,122.0,7.6
Horror,en,48.077,Next Entertainment-Platinum Dunes-Radar Pictures-Focus Features,2003-05-21,9500000.0,98.0,6.2
Family-Adventure-Drama-Fantasy,en,48.059,Walt Disney Pictures-Fairview Entertainment-Moving Picture Company,2016-04-07,175000000.0,106.0,6.9
Western-Action-Adventure,en,48.025,Alpha Productions-The Mirisch Company-United Artists,1960-10-12,2000000.0,127.0,7.5
Horror,en,47.913,Got Films-Twisted Pictures-Evolution Entertainment-Saw 2 Productions-Lionsgate,2005-10-28,4000000.0,93.0,6.6
Romance-Comedy-Music,en,47.906,Universal Pictures-Nuyorican Productions-Perfect World Pictures,2022-02-09,23000000.0,112.0,6.9
Comedy-Action,en,47.838,Relativity Media-Happy Madison Productions,2008-06-05,90000000.0,113.0,5.705
Comedy-Action-Crime,en,47.837,Paramount-The Montecito Picture Company-Flynn Picture Company-Fremantle Productions-Seven Bucks Productions-Skydance Media-Uncharted,2017-05-25,69000000.0,116.0,6.099
Action-Adventure,en,47.822,Paramount-Metro-Goldwyn-Mayer-Radical Studios-Flynn Picture Company,2014-07-23,100000000.0,99.0,5.8
Action-Fantasy,en,47.807,Warner Bros. Pictures-Polygram Pictures,1992-06-19,80000000.0,126.0,6.919
Romance-Comedy-Crime-Fantasy,en,47.766,Dark Horse Entertainment-New Line Cinema,1994-07-29,23000000.0,101.0,6.922
Drama,en,47.741,Chernin Entertainment-20th Century Fox-TSG Entertainment,2017-12-20,84000000.0,105.0,7.9
Drama-History,en,47.67,Star Thrower Entertainment-Westbrook Studios-Warner Bros. Pictures-Overbrook Entertainment,2021-11-18,50000000.0,145.0,7.731
Crime-Drama-Horror-Thriller,en,47.653,Universal Pictures-Blumhouse Productions-Crooked Highway,2022-06-22,17000000.0,103.0,7.637
Comedy-Family-Fantasy-Romance,en,47.652,Walt Disney Pictures-Josephson Entertainment-Andalasia Productions-Right Coast,2007-11-20,85000000.0,107.0,6.8
Horror-Thriller,en,47.648,Constantin Film-Summit Entertainment,2012-10-23,3000000.0,91.0,5.4
Drama-Science Fiction-War,en,47.623,20th Century Fox-TSG Entertainment-Chernin Entertainment,2017-07-11,150000000.0,140.0,7.166
Drama-Adventure-Action-History,zh,47.599,Miramax-Beijing New Picture Film Co. Ltd.-China Film Co-Production Corporation,2002-07-22,31000000.0,99.0,7.516
Animation-Family-Comedy,en,47.59,Walt Disney Pictures-Walt Disney Feature Animation,2005-11-04,150000000.0,81.0,5.9
Action-Thriller,en,47.564,Firebrand,2024-02-16,7000000.0,90.0,7.0
Fantasy-Adventure-Family,en,47.564,Good Universe-Paramount,2022-01-21,40500000.0,94.0,7.2
Action-Thriller,en,47.557,20th Century Fox-Cinergi Pictures Entertainment,1995-05-19,90000000.0,128.0,7.242
Horror-Mystery-Thriller,en,47.554,Atomic Monster-New Line Cinema-The Safran Company-Warner Bros. Pictures,2017-08-03,15000000.0,110.0,6.6
Fantasy-Horror-Action-Adventure,en,47.545,Davis Films-Summit Entertainment-Dark Horse Entertainment-Lawrence Gordon Productions-Millennium Films-Lionsgate-Campbell Grobman Films-Boyana Film Studios,2019-04-10,50000000.0,121.0,5.541
Crime-Drama-Thriller,en,47.491,Warner Bros. Pictures-Legendary Pictures-GK Films-Thunder Road,2010-09-15,37000000.0,125.0,7.2
Drama-Action-History,en,47.482,20th Century Fox-TSG Entertainment-Chernin Entertainment-Turnpike Films,2019-11-13,97600000.0,153.0,8.005
Action-Adventure-Fantasy,en,47.471,Paramount-The Kennedy/Marshall Company-Nickelodeon Movies-Industrial Light & Magic-Blinding Edge Pictures,2010-06-30,150000000.0,103.0,4.66
Horror-Action-Thriller,en,47.458,Universal Pictures-Platinum Dunes-Blumhouse Productions,2018-07-04,13000000.0,97.0,6.0
Drama-Horror-Mystery,ko,47.433,Bom Film Productions-Barunson E&A-Masulpiri Films-Chungeorahm Film,2003-06-13,15050245.0,115.0,7.1
Animation-Family,en,47.42,Walt Disney Pictures-Walt Disney Feature Animation,2002-06-21,80000000.0,85.0,7.522
Animation-Family-Adventure-Comedy-Fantasy,en,47.419,Village Roadshow Pictures-RatPac Entertainment-LEGO-Lin Pictures-Vertigo Entertainment-Warner Bros. Pictures Animation-Animal Logic,2014-02-06,60000000.0,100.0,7.4
Adventure-Family-Fantasy,en,47.398,Fox 2000 Pictures-Walden Media,2010-12-02,155000000.0,113.0,6.4
Horror-Mystery-Thriller,en,47.374,Myriad Pictures-Infinity Films-Cartel Pictures-Ansgar Media-Village Studios-Scoundrel Media,2017-09-26,6200000.0,100.0,4.928
Science Fiction-Action-Adventure,en,47.338,Paramount-Spyglass Entertainment-Bad Robot,2009-05-06,150000000.0,127.0,7.434
Fantasy-Adventure,en,47.258,Warner Bros. Pictures-Heyday Films,2018-11-14,200000000.0,134.0,6.9
Animation-Action-Comedy-Family,en,47.205,DreamWorks Animation-DreamWorks Pictures,2004-09-20,75000000.0,90.0,6.0
Horror-Thriller,en,47.187,Fox Searchlight Pictures-Craven-Maddalena Films-Major Studio Partners-Dune Entertainment,2006-03-10,15000000.0,107.0,6.4
Family-Animation-Adventure-Comedy-Fantasy-Action,en,47.176,Walt Disney Pictures-Pixar,2020-02-29,200000000.0,103.0,7.752
Romance-Fantasy-Animation,en,47.15,Tim Burton Productions-Laika-Patalex Productions-Warner Bros. Pictures-Will Vinton Studios,2005-09-12,40000000.0,77.0,7.548
Thriller-Action-Adventure-Science Fiction,en,47.11,Universal Pictures-Hasbro-Bluegrass Films-Film 44,2012-04-11,209000000.0,131.0,5.795
Action-Thriller,en,47.093,Eclectic Pictures-Millennium Media,2023-12-14,23900000.0,110.0,5.9
Comedy-Drama-Romance-Music,en,47.038,Summit Entertainment-Black Label Media-Gilbert Films-Impostor Pictures-Marc Platt Productions-TIK Films-Lionsgate,2016-11-29,30000000.0,129.0,7.902
Horror-Adventure-Action,en,46.999,Universal Pictures-Sommers Company The-Stillking Films,2004-05-05,160000000.0,132.0,6.3
Horror-Thriller,en,46.976,Universal 1440 Entertainment,2013-10-08,5000000.0,97.0,5.9
Science Fiction-Drama-Thriller,en,46.928,20th Century Fox-Dune Entertainment-Davis Entertainment-Adam Schroeder Productions,2012-02-01,15000000.0,84.0,6.8
Action-Comedy,cn,46.886,Star Overseas-Universe Entertainment,2001-07-05,10000005.0,113.0,7.076
Adventure-Family-Fantasy,en,46.863,Walt Disney Pictures-Walden Media-Stillking Films-Ozumi Films-Propeler-Silverbell Films-Revolution Sun Studios,2008-05-15,225000000.0,150.0,6.6
Action-Science Fiction,en,46.847,RatPac Entertainment-Village Roadshow Pictures-VIZ Media-3 Arts Entertainment-Warner Bros. Pictures,2014-05-27,178000000.0,114.0,7.598
Family-Comedy-Animation,en,46.832,DreamWorks Animation,2006-05-17,80000000.0,83.0,6.549
Drama-Comedy-Romance-Music,en,46.77,Touchstone Pictures-Working Title Films-Dogstar Films-New Crime Productions,2000-03-17,30000000.0,113.0,7.138
Action-Crime-Thriller,en,46.768,Thunder Road-Black Label Media-Lionsgate,2015-09-17,30000000.0,122.0,7.379
Animation-Action-Family-Comedy-Science Fiction,en,46.755,Warner Bros. Pictures Animation-DC Entertainment-Seven Bucks Productions-Animal Logic,2022-07-27,90000000.0,105.0,7.257
Drama-History,en,46.742,Affirm Films-Outside Da Box-ODB Films,2018-03-23,5000000.0,108.0,7.5
Adventure-Action-Western,en,46.687,Escape Artists-Columbia Pictures-Village Roadshow Pictures-LStar Capital-Pin High Productions-Metro-Goldwyn-Mayer,2016-09-14,90000000.0,132.0,6.404
Western-Action,en,46.669,Cinergi Pictures-Hollywood Pictures,1993-12-25,25000000.0,130.0,7.6
Animation-Family-Adventure-Comedy,en,46.667,20th Century Fox-Davis Entertainment-Blue Sky Studios-20th Century Fox Animation,2017-12-09,111000000.0,108.0,7.243
Western,it,46.666,United Artists-PEA-Arturo González Producciones Cinematográficas-Constantin Film,1966-12-23,1200000.0,161.0,8.479
Crime-Drama-Thriller,en,46.624,Miramax-Scott Rudin Productions-Paramount Vantage-Mike Zoss Productions,2007-06-13,25000000.0,122.0,7.933
Horror-Thriller-Science Fiction,en,46.619,DNA Films,2002-10-31,5000000.0,113.0,7.201
Action-Crime-Fantasy,en,46.556,Warner Bros. Pictures-Tim Burton Productions-Polygram Pictures,1995-06-16,100000000.0,121.0,5.41
Action-Thriller,th,46.517,Baa-Ram-Ewe-Sahamongkolfilm-EuropaCorp,2003-01-21,1100000.0,105.0,7.1
Action-Adventure,en,46.442,Millennium Media-Summit Entertainment-Nu Boyana Film Studios,2014-01-10,70000000.0,99.0,4.8
Fantasy-Drama-Romance,en,46.419,20th Century Fox,1990-12-07,20000000.0,105.0,7.7
Drama,en,46.403,United Artists-Winkler Films,1990-11-16,42000000.0,104.0,5.8
Fantasy-Adventure-Family,en,46.372,Walt Disney Pictures-The Mark Gordon Company,2018-10-26,120000000.0,99.0,6.1
Science Fiction-Adventure-Action-Comedy-Thriller,fr,46.365,Artémis Productions-Warner Bros. Entertainment France-Shelter Prod-Trésor Films,2020-11-19,18000000.0,101.0,6.2
Action-Crime-Horror,en,46.35,The Stone Quarry,2021-05-14,90000000.0,148.0,6.2
Animation-Comedy-Family,en,46.327,DreamWorks Animation-Aardman-Pathé-DreamWorks Pictures,2000-06-23,45000000.0,84.0,6.749
Comedy-Horror-Thriller,en,46.324,Mythology Entertainment-Vinson Films-Fox Searchlight Pictures-Radio Silence,2019-08-21,6000000.0,95.0,7.055
Adventure-Action-Thriller,en,46.283,Paramount-Cruise/Wagner Productions,2006-04-25,150000000.0,126.0,6.726
Science Fiction-Thriller-Horror,en,46.269,Paramount-Platinum Dunes-Sunday Night-Buffalo FilmWorks,2021-05-21,61000000.0,97.0,7.511
Adventure-Action-Thriller,en,46.179,EON Productions,1974-12-14,7000000.0,125.0,6.4
Comedy-Family-Drama,en,46.161,Paramount-Nickelodeon Movies-Black & White Productions-MP Inka,2006-06-16,35000000.0,92.0,6.4
Science Fiction-Thriller-Drama-Mystery-Action,en,46.16,Nexus Factory-Vendôme Pictures-Raffaella Productions-SND-Title Media-uMedia-uFund,2017-08-18,20000000.0,123.0,7.173
Adventure-Animation-Comedy-Family,en,46.139,Walt Disney Productions,1961-01-25,3600000.0,79.0,7.2
Action-Crime-Drama,en,46.103,Lions Gate Films-VIP Medienfonds 3-Valhalla Motion Pictures-Marvel Enterprises-VIP 2 Medienfonds,2004-04-15,33000000.0,124.0,6.3
Action-Adventure-Thriller,en,46.095,Danjaq-Columbia Pictures-Eon Productions-Metro-Goldwyn-Mayer-B23,2012-10-24,200000000.0,143.0,7.219
Action-Horror-Fantasy,en,46.063,Marvel Enterprises-New Line Cinema-Amen Ra Films-Imaginary Forces-Peter Frankfurt Productions,2004-12-08,65000000.0,123.0,5.8
Adventure-Family-Mystery-Science Fiction,en,46.035,Babieka Films-Walt Disney Pictures-A113,2015-05-19,190000000.0,130.0,6.242
Drama-Horror-Thriller,en,46.022,Universal Pictures-The Movie Network-Brightlight Pictures-Endgame Entertainment-Canadian Film or Video Production Tax Credit (CPTC)-Corus Entertainment-Province of British Columbia Film Incentive BC-Chum Television-Gold Circle Films-White Noise UK Ltd.,2005-01-07,10000000.0,101.0,5.6
Drama-Mystery-Thriller,en,45.96,New Regency Pictures-Entertainment 360-Film Rites-Keep Your Head Productions,2022-03-18,4.0,116.0,5.766
Thriller-Drama-Science Fiction,en,45.959,Universal Pictures-Blumhouse Productions-Blinding Edge Pictures-Buena Vista International-Perfect World Pictures,2019-01-16,20000000.0,129.0,6.681
Adventure-Animation-Family-Romance,en,45.907,Walt Disney Pictures-Walt Disney Feature Animation,1995-06-14,55000000.0,81.0,6.935
Animation-Adventure-Fantasy,es,45.84,Warner Bros. Entertainment España-4 Cats Pictures-Moomios Movie AIE-Anangu Grup SL-C.O.R.E. Feature Animation-Atresmedia,2023-01-05,12000000.0,88.0,7.1
Action-Adventure-Comedy-Fantasy-Science Fiction-Thriller,ru,45.784,Enjoy Movies-Big Cinema House-Renovatio Entertainment,2017-02-14,5400000.0,100.0,4.907
Romance-Comedy,en,45.725,Castle Rock Entertainment-Olive Bridge Entertainment,2011-07-21,35000000.0,109.0,6.648
Fantasy-Action-Mystery,en,45.709,Screen Gems-Unique Features-Mister Smith Entertainment-Don Carmody Productions-Constantin Film,2013-08-21,60000000.0,130.0,6.4
Action-Horror-Comedy,en,45.69,Saturn Films-JD Entertainment-Landafar Entertainment-Landmark Studio Group-Almost Never Films,2021-02-12,5000000.0,88.0,6.101
Action-Thriller-Crime,en,45.672,Atmosphere Entertainment MM-Diamond Film Productions-G-BASE-Tucker Tooley Entertainment,2018-01-18,30000000.0,140.0,6.8
Action-Thriller-Science Fiction-Adventure,en,45.61,Jerry Bruckheimer Films-Touchstone Pictures-Valhalla Motion Pictures,1998-07-01,140000000.0,151.0,6.8
Action-Drama-History,en,45.601,20th Century Studios-Scott Free Productions-Pearl Street Films-TSG Entertainment,2021-10-13,100000000.0,153.0,7.5
Adventure-Science Fiction-Mystery,en,45.524,APJAC Productions-20th Century Fox,1970-04-23,3000000.0,95.0,6.2
Action-Adventure-Fantasy,en,45.483,SQUARE ENIX-GK Films-Metro-Goldwyn-Mayer-Warner Bros. Pictures,2018-03-05,94000000.0,118.0,6.35
Drama,fr,45.426,Nolita,2022-09-09,10503445.0,119.0,6.1
Romance-Drama-Western,en,45.422,Mission Pictures International-Nthibah Pictures-Advantage Entertainment-Pinnacle Peak Pictures,2022-01-21,30000000.0,134.0,7.858
Animation-Family,en,45.349,Walt Disney Pictures,2004-04-02,110000000.0,76.0,6.0
Adventure-Action-Thriller,en,45.343,United Artists-Eon Productions-Danjaq,1962-10-07,1200000.0,110.0,7.0
Action-Adventure-Science Fiction,en,45.334,Lucasfilm Ltd.,2016-12-14,200000000.0,133.0,7.492
Action-Comedy,en,45.309,Columbia Pictures-Point Grey Pictures,2014-12-25,44000000.0,113.0,6.177
Action-Adventure-Fantasy-Thriller,ko,45.203,Lotte Entertainment-Dexter Studios-Realies Pictures-Union Investment Partners-Korean Film Council-Art Service-Alpha Pictures,2018-08-01,18300000.0,141.0,8.136
Fantasy-Drama-Comedy-Family,en,45.127,Universal Pictures-Kennedy Miller Productions,1995-07-18,30000000.0,91.0,6.2
Adventure-Action-Science Fiction,en,45.102,Lucasfilm Ltd.,1983-05-25,32350000.0,132.0,7.897
Horror-Drama,en,45.008,A24-Little Lamb Productions,2022-09-16,1000000.0,102.0,7.307
Comedy-Romance,en,44.986,Universal Pictures-Liveplanet-Zide-Perry Productions,2001-08-10,30000000.0,108.0,6.2
Drama-War-Action,en,44.968,Hemdale Film Corporation-Cinema 86-Cinema 84-Orion Pictures-Orion,1986-12-19,6000000.0,120.0,7.749
Animation-Fantasy-Drama-Family-Music,en,44.901,The Jim Henson Company-ShadowMachine-Double Dare You Productions,2022-10-22,35000000.0,117.0,8.1
Horror-Thriller-Crime,en,44.866,Twisted Pictures-Evolution Entertainment-Lionsgate,2006-10-27,10000000.0,114.0,6.382
Adventure-Drama-Action,en,44.817,Universal Pictures-WingNut Films-Big Primate Pictures-MFPV Film,2005-12-12,207000000.0,187.0,6.869
Comedy-Family-Fantasy,en,44.814,Walt Disney Productions,1964-12-17,4650000.0,139.0,7.576
Action-Adventure-Comedy-Family-Fantasy,en,44.814,1492 Pictures-21 Laps Entertainment-20th Century Fox-Ingenious Media-Sun Canada Productions,2006-12-20,110000000.0,108.0,6.576
Horror-Science Fiction,en,44.81,SLM Production Group-Brooksfilms,1986-08-15,15000000.0,96.0,7.376
