genres,original_language,popularity,production_companies,release_date,budget,runtime,vote_average
Drama-Music-Romance,en,10.154,Fox Searchlight Pictures-Summit Entertainment-RTÉ-Samson Films,2007-03-23,160000.0,85.0,7.4
Drama-War-Thriller-Mystery,en,10.154,Sunset Gower Studios-Warner Bros. Pictures-Section Eight,2006-12-08,32000000.0,108.0,5.8
Western-Action,en,10.154,United Artists-The Mirisch Company,1972-08-01,3000000.0,100.0,5.3
Horror-Drama-Thriller,en,10.153,New Line Cinema-Hard Eight Pictures,2003-03-14,22000000.0,100.0,6.1
Drama,en,10.153,Walt Disney Pictures-Asymmetrical Productions-Les Films Alain Sarde-StudioCanal-The Picture Factory-The Straight Story Inc-Canal+-CiBy 2000-Film4 Productions,1999-10-15,10000000.0,112.0,7.7
Action-Crime-Thriller,fr,10.152,Gaumont-SCOPE Pictures-Légende Films,2014-12-03,26000000.0,135.0,7.1
Comedy-Drama,en,10.152,Scott Rudin Productions-Paramount Vantage,2007-11-16,10000000.0,91.0,5.9
Comedy-Romance,en,10.152,Metro-Goldwyn-Mayer,1939-11-23,1365000.0,110.0,7.5
Horror-Mystery,en,10.147,Asgaard Entertainment-YMIR Productions,2006-11-11,2500000.0,88.0,5.8
Romance-Drama,de,10.146,Filmverlag der Autoren-Tango Film,1974-06-05,130000.0,93.0,7.7
Crime-Drama-Thriller,en,10.144,Icon Productions-Infinity Features Entertainment-Irish Dreamtime-Icon Entertainment International-Canadian Film or Video Production Tax Credit (CPTC)-Province of British Columbia Film Incentive BC-Butterfly Productions-Chum Television,2007-07-27,20000000.0,95.0,6.4
Action-Comedy-Crime,en,10.141,Robert Simonds Productions-Touchstone Pictures,2001-10-12,11000000.0,86.0,4.2
Comedy,en,10.139,Miramax,2009-09-03,8000000.0,92.0,5.8
Comedy-Horror-Science Fiction,en,10.137,Troma Entertainment,1984-05-01,475000.0,82.0,6.3
Comedy-Drama-Romance,fr,10.135,Les Films du Carrosse-Les Productions Artistes Associés,1968-09-04,350000.0,90.0,7.3
Action-Crime-Drama,en,10.132,American International Pictures,1973-07-20,1000000.0,107.0,6.7
Thriller,en,10.129,Lakeshore Entertainment-Cohen/Pearl Productions-Screen Gems,2008-01-22,35000000.0,101.0,6.2
Drama-Crime,zh,10.129,UGC-Alpha Films-La Sept Cinéma-Shanghai Film Studios,1995-09-14,2300000.0,108.0,6.757
Comedy-Thriller,es,10.128,Sogecine-Digital +-Planet Pictures,2004-09-10,6000000.0,105.0,6.6
Action-Romance-Thriller,hi,10.128,Yash Raj Films-Prime Focus-Fantastic Films,2012-08-15,12000000.0,133.0,6.2
Drama-Romance,fr,10.128,Pyramide Productions-Caméra One-VMP-Solaire Production,2009-08-12,7600000.0,85.0,6.1
Comedy-Drama,en,10.126,Columbia Pictures,2000-04-06,43000000.0,103.0,6.1
Action-Drama-History-Thriller-War,en,10.121,Adama Pictures-Sumatra Films-Shamai-T.T.V Productions,2018-05-15,12000000.0,114.0,6.667
Comedy,en,10.118,Warner Bros. Pictures,1988-06-03,19000000.0,101.0,6.181
Crime-Thriller-Mystery-Drama,da,10.116,Zentropa Entertainments-TV 2-Film i Väst-TV4-TV 2-ZDF,2018-10-04,6000000.0,118.0,7.2
Romance-Drama-Comedy,hi,10.115,Eros International-Illuminati Films Pvt Ltd-Prime Focus-Raj Film Productions,2012-07-13,5100000.0,146.0,6.4
Drama-Romance,en,10.115,Gaumont-Nick Wechsler Productions-Star Entertainment-Westbourne Films,2010-11-05,7000000.0,90.0,6.1
Comedy,en,10.113,Orion Pictures-Cinecorp,1989-07-21,5000000.0,97.0,6.8
Action-Science Fiction-Adventure,en,10.113,New Horizons-Constantin Film,1994-05-31,1500000.0,90.0,4.4
Romance-Drama,en,10.111,Stone Angels-Gaumont-TF1 Films Production-Lucky Red-uFilm-Silver Reel-uMedia-Od Shots-YRF Entertainment-Canal+,2014-04-22,30000000.0,103.0,6.0
Drama-History,en,10.111,Ixtlan Productions-Lionsgate-JCE Movies-Global Entertainment Group,2008-10-17,25100000.0,129.0,6.206
Drama-Action-Comedy-Crime,fr,10.11,Gaumont-Canal+-Samsa Film-RTBF-CinéCinéma-Artémis Productions-Bankable-La SOFICA Cofinova 4-Film Fund Luxembourg-Cofinova 4,2008-06-04,6000000.0,96.0,6.6
Mystery-Drama-Romance,en,10.105,Gramercy Pictures-Egg Pictures-PolyGram Filmed Entertainment,2000-03-24,8500000.0,105.0,6.2
Comedy-Drama-Romance,en,10.105,Castle Rock Entertainment-Envision Entertainment-ASIG Productions,2014-07-17,18000000.0,94.0,6.088
Drama-History,en,10.101,PolyGram Filmed Entertainment-Working Title Films-Channel Four Films,1998-09-13,30000000.0,124.0,7.2
Action-Comedy-Thriller,en,10.1,Universal Pictures-Lleju Productions,2011-04-01,25000000.0,106.0,5.3
Comedy-Romance-Drama,en,10.099,Universal Pictures-Vendôme Pictures-Playtone-Summit Entertainment-StudioCanal,2011-06-30,30000000.0,98.0,5.9
Drama-Romance,en,10.099,Zucker Brothers Productions-Capella Films-Columbia Pictures,1993-11-12,17500000.0,114.0,6.7
Comedy-Drama-Music,en,10.099,Beacon Communications-Beacon Pictures-First Film Company-Dirty Hands Productions,1991-08-14,12000000.0,118.0,7.3
Romance-Comedy-Thriller,en,10.096,Lawrence Gordon Productions-Silver Pictures-20th Century Fox,1986-04-23,18000000.0,100.0,6.154
Drama-Science Fiction-War,en,10.096,Universal Pictures-Vanadas Productions,1972-03-15,3200000.0,100.0,6.4
Comedy-Family-Fantasy,en,10.094,Jerry Lewis Productions,1960-12-18,3000000.0,91.0,6.2
Comedy,en,10.093,Touchstone Pictures,2002-03-22,12000000.0,93.0,5.4
Action-Comedy,es,10.092,Draco Films-Gordo y Chaparro Films,2016-03-31,3000000.0,101.0,6.9
Drama-History,en,10.089,20th Century Fox-Dino de Laurentiis Cinematografica-International Classics,1965-09-16,10000000.0,138.0,7.0
Horror-Action-Comedy,en,10.087,Bufo-Alliance Media Partners-Cinemaware-Roger! Pictures,2017-10-29,731000.0,90.0,5.1
Comedy-Crime-Drama,en,10.086,Muse Productions-Brink Films-Silver Nitrate-Little Magic Films-Stone Canyon Entertainment-Saggitaire,2002-06-01,2000000.0,101.0,6.6
Horror-Mystery-Thriller,en,10.085,Gearshift Films,2019-08-14,71640.0,90.0,5.7
Comedy-Drama-War,en,10.085,Universal Pictures-Lucasfilm,1979-08-03,2500000.0,110.0,4.9
Science Fiction-Action-Adventure,en,10.085,New World Pictures,1980-09-08,2000000.0,104.0,5.4
Crime-Thriller,en,10.085,Identity Films-Premiere Picture-AMBI Group-Paradox Studios-BondIt,2019-03-15,7000000.0,91.0,6.3
Comedy-Drama-Romance,en,10.083,Fox 2000 Pictures-Wildgaze Films-Alan Greenspan Productions-Mars Media Beteiligungs-Flower Films-ELC Productions Ltd.,2005-04-06,10000000.0,103.0,6.2
Drama,en,10.082,Prospero Pictures-Sentient Entertainment-SBS Productions-Integral Film,2014-05-21,15000000.0,112.0,6.161
Comedy-Romance,es,10.082,TVE-Apaches Entertainment-Sábado Películas-Film Factory-Lo Hacemos y Ya Vemos A. I. E.,2017-09-29,3144622.0,109.0,6.8
Fantasy-Mystery-Horror,en,10.081,Walt Disney Productions-Bryna Productions,1983-04-29,20000000.0,95.0,6.4
Animation-Music-Comedy,ja,10.081,Shochiku-Bandai Visual-SUNRISE-Lantis-ASCII Media Works-Bushiroad-2015 PROJECT Lovelive! Movie,2015-06-13,3000000.0,99.0,7.7
Action-Thriller-Crime,pt,10.08,Querosene Filmes-TC Filmes-Globo Filmes-Formiga Filmes-Filmland Internacional-Universal Pictures do Brasil-ProAC-Secretaria Municipal de Cultura de São Paulo-SPcine,2015-10-07,6000000.0,99.0,6.6
Thriller-Adventure-Drama-Crime,en,10.078,United Artists-Starling Films,1978-12-14,6000000.0,110.0,6.7
Comedy-Science Fiction,en,10.076,Universal Pictures-Edge City,1984-02-20,1500000.0,92.0,6.7
Drama-Western-Music-Romance,en,10.074,20th Century Fox,1956-11-15,1000000.0,89.0,6.3
Drama-History,sv,10.072,Det Danske Filminstitut-Nordisk Film Denmark-Svenska Filminstitutet-Finnish Film Foundation-Film i Väst-SVT-SF Studios-Yellow Film & TV,2017-09-08,7500000.0,108.0,6.937
Drama-Horror-Mystery,en,10.071,20th Century Fox-The Associates & Aldrich Company,1964-12-15,2200000.0,133.0,7.3
Action-Crime-Drama-Mystery-Thriller-War,en,10.07,Columbia Pictures-Filmsonor-Horizon Pictures,1967-01-29,5200000.0,148.0,6.8
Horror-Mystery-Thriller,no,10.069,Nordisk Film Sweden-4 1/2-Produksjon 4 1/2,2005-03-11,2400000.0,75.0,6.3
Comedy,en,10.069,Touchstone Pictures-Silver Screen Partners II,1986-01-31,14000000.0,103.0,5.9
Comedy-Drama,en,10.067,BBC Film-TriStar Pictures,2015-10-30,6000000.0,104.0,6.4
Drama-Romance-Comedy,fr,10.066,Les Films des Tournelles-ARTE-Auvergne-Rhône-Alpes Cinéma-CNC-Canal+-Ciné+,2022-10-12,4000000.0,99.0,7.1
Comedy-Romance,en,10.064,New Line Cinema-Irish Dreamtime-Deep River Productions-Initial Entertainment Group-Stratus Film Co.-Mobius Pictures-MHF Zweite Academy Film-Intermedia Productions-Fern Valley Limited,2004-04-04,28000000.0,90.0,5.7
Action-Adventure-Drama,ru,10.062,Profit,2016-10-20,10000000.0,120.0,6.0
Action-Adventure,fr,10.06,Outsider Productions-Black Forest Films-CMW Films-M6 Films-Canal+-MEDIA Programme of the European Union-Pathé-Mandarin Production,2005-10-15,19610000.0,102.0,6.1
Crime-Drama,en,10.06,Orion Pictures-Totally Independent-PSO,1984-12-14,58000000.0,127.0,6.6
Comedy-Romance,en,10.058,Edmonds Entertainment Group-Epidemic Pictures-The Safran Company-Gold Circle Films,2009-01-30,8000000.0,97.0,5.8
Comedy-Action-Crime,en,10.056,United Artists-Ivory Way Productions-Front Films-Raymond Katz Production,1988-11-10,3000000.0,88.0,6.4
Action-Drama,en,10.053,Cinema Center Films-Solar Productions,1971-06-23,7500000.0,104.0,6.9
Documentary,en,10.052,Electric Entertainment-Plinyminor-Papercut Films,2006-08-04,1000000.0,92.0,7.3
Thriller-Drama-Crime-Mystery,en,10.049,France 2 Cinéma-Integral Film-SBS Productions,2012-09-07,20000000.0,100.0,5.3
Action-Adventure-Fantasy-Horror,en,10.049,Boll Kino Beteiligungs GmbH & Co. KG-Brightlight Pictures,2010-11-05,10000000.0,79.0,3.9
Action-Horror,en,10.046,Future Films-Filmax-CGAI: Centro Galego de Artes da Imaxe-Baños Films-Castelao Productions-Fantastic Factory (Filmax),2004-05-13,4500000.0,90.0,5.1
Comedy-Horror-Action,en,10.046,Mind the GAP Productions-Lydiard Films-Rumble Riot Pictures,2018-06-19,2500000.0,88.0,5.281
Music-Documentary,en,10.04,Passion Pictures-Red Box Films-Canfield Pictures,2012-06-30,1000000.0,85.0,7.844
Drama,en,10.039,Avon Productions-Metro-Goldwyn-Mayer,1958-08-29,3000000.0,108.0,7.7
Comedy-Romance,en,10.039,Embassy Films Associates-Monument Pictures,1985-03-01,4500000.0,100.0,6.594
Adventure-Drama-History,en,10.038,Metro-Goldwyn-Mayer,1935-11-22,1950000.0,132.0,7.4
Documentary,en,10.036,Les Frères Revillon,1922-06-11,53000.0,79.0,7.068
Romance-Comedy,en,10.035,Warner Bros. Pictures-Team Todd-Ubu Productions,2005-07-21,30000000.0,98.0,5.9
Drama-Romance,en,10.035,Hemdale Film Corporation,1988-12-23,8000000.0,95.0,5.4
Drama-Comedy-Romance,hi,10.035,Yash Raj Films,2008-08-15,2400000.0,153.0,6.0
Crime-Drama-Mystery-Romance-Thriller,en,10.034,Universal Pictures-Alfred J. Hitchcock Productions,1964-07-17,2135000.0,130.0,7.2
Crime-Drama,en,10.028,Carolco Pictures-Guber/Peters Company-Roven Productions,1989-09-12,20000000.0,94.0,6.3
Crime-Drama-Romance,en,10.024,Canadian Film Development Corporation (CFDC)-Famous Players Limited-Selta Films-International Cinema Corporation (ICC)-Cine-Neighbor,1980-09-03,7200000.0,104.0,6.9
Comedy,it,10.024,Constantin Film-Medusa Film-Cattleya-Sky Italia,2010-10-01,4000000.0,102.0,6.7
Adventure-Action-Drama,fr,10.023,Cecchi Gori Group Tiger Cinematografica-Alicéléo-Canal+-TF1 Films Production-Gemini Filmproduktion-Prima Films,1997-12-03,30000000.0,128.0,6.74
Drama-Action,ko,10.021,Showbox,2012-10-11,3500000.0,96.0,6.9
Horror-Thriller,en,10.021,Imprint Entertainment-Redwire Pictures-Jeff Rice Films-Casadelic Pictures-Psychopia Pictures-Content Media Corporation-Culmination Productions-LB Entertainment,2017-09-01,5000000.0,91.0,4.8
Horror-Science Fiction,en,10.019,Film Afrika Worldwide-ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I)-Fiction Film & Television,2004-08-09,10000.0,87.0,2.6
Horror-Mystery-Thriller,it,10.019,Terra-Filmkunst-Titanus-Labrador Films-Seda Spettacoli,1971-02-12,1000000.0,112.0,6.7
Horror,en,10.017,Neo Art & Logic-Creeper Films,2001-10-09,2500000.0,82.0,4.0
Documentary,en,10.017,Participant-Actual Films,2017-07-28,1000000.0,100.0,6.7
Drama-Thriller,hi,10.016,Star Studios-Bling Unplugged,2016-02-19,2900000.0,122.0,7.4
Drama-History,en,10.015,The Weinstein Company-LIFT Productions-Holly Wiersma Productions,2006-12-29,7000000.0,90.0,6.0
Comedy-Drama,es,10.014,Renn Productions-France 2 Cinéma-El Deseo-Vía Digital-Canal+,1999-04-16,8272296.0,101.0,7.7
Drama-Thriller,en,10.014,Columbia Pictures-IPC Films,1979-03-16,5900000.0,122.0,7.1
Action-Western-Adventure,en,10.013,Orange Sky Golden Harvest-Northshore Investments,1981-04-15,10000000.0,96.0,6.6
Romance-Drama,en,10.012,Paramount-Cort/Madden Productions-ATR Films-MMP Erste Filmproduktions-Moviemakers Productions (MMP),2004-02-20,39000000.0,106.0,5.0
Drama-Horror-Thriller,en,10.009,Insight Film Studios-Angry Films-Victoria Filmproduktion-Proud Mary Entertainment-Redwood Palms Pictures-Canadian Film or Video Production Tax Credit (CPTC)-Province of British Columbia Film Incentive BC-Aloe Entertainment-Grosvenor Park Media,2008-10-27,6000000.0,86.0,5.4
Documentary,en,10.008,Kathbur Pictures-The Con-Studio On Hudson-Samuel Goldwyn Films,2004-01-17,65000.0,100.0,6.7
Action-Comedy,en,10.007,Relativity Media-Michaels-Goldwyn-Rogue Pictures-Mandate International,2010-05-21,10000000.0,90.0,5.5
Action-Horror-Thriller,en,10.007,Pictures in Paradise-Screen Australia-Media Development Authority (MDA)-Screen Queensland-Bait Productions-Story Bridge Films-Blackmagic Design Films,2012-09-05,30000000.0,93.0,5.7
Comedy-Drama,en,10.006,Universal Pictures-40 Acres and a Mule Filmworks,1994-05-13,14000000.0,115.0,6.8
Horror,en,10.005,Writers Studio The-Supernova LLC,2017-06-13,4000000.0,98.0,5.851
Comedy,es,10.001,Tornasol Films-Telefe-Castafiore Films-Aliwood Mediterráneo Producciones-Pampa Films-Royal Cinema Group-Gloriamundi Films,2011-03-24,5000000.0,93.0,7.2
Comedy-Drama,en,10.0,Frankovich Productions-Columbia Pictures,1969-09-17,2000000.0,101.0,6.3
Drama-Fantasy,it,9.999,Lucky Red-3 Marys Entertainment-RAI Cinema-Vision Distribution-Sky Italia,2020-01-02,2500000.0,110.0,7.5
Horror,es,9.999,Universal Pictures,1931-03-11,66000.0,104.0,6.7
Drama-Music,en,9.999,Malpaso Productions-Warner Bros. Pictures,1988-07-01,9000000.0,161.0,6.9
Thriller-Crime-Action,en,9.999,Paramount,1995-11-22,33000000.0,90.0,6.158
Action,en,9.997,Silver Nitrate-Sense and Sensibility Ventures,2014-04-08,5500000.0,91.0,6.1
Drama-Thriller,en,9.996,Warner Bros. Pictures-Regency Enterprises,1991-03-15,13000000.0,100.0,6.5
Drama-Thriller-Mystery-Horror,en,9.996,Fidélité Productions-Octagon Films-Screen Ireland-Euroimages Fund of the Council of Europe,2008-08-06,500000.0,102.0,6.1
Adventure-War-Comedy,en,9.995,RKO Radio Pictures,1939-01-26,1915000.0,117.0,6.7
Comedy,en,9.995,Dune Entertainment-Dune Entertainment III-Chernin Entertainment-Face Productions,2012-12-25,25000000.0,104.0,5.908
Drama-Science Fiction,en,9.994,erbp,2013-04-05,100000.0,96.0,6.4
Drama-History,en,9.993,Tempo Productions-Head Gear Films-Lipsync Productions-Silver Reel-Metrol Technology-Salon Pictures-Embankment Films,2017-05-25,10000000.0,110.0,6.1
Comedy,en,9.992,Columbia Pictures,1980-12-12,10000000.0,111.0,6.5
Action,en,9.991,SVS Films-The Movie Group,1989-11-10,5000000.0,97.0,6.522
Drama-Mystery-Thriller,en,9.987,Franchise Pictures-Focus Features-Jersey Shore,2001-01-19,13500000.0,105.0,5.8
Adventure-Action-Thriller,en,9.984,American Cinema Productions,1980-08-14,4000000.0,104.0,5.095
Family-Fantasy-Comedy,en,9.981,Walt Disney Pictures-Team Todd-Gunn Films,2020-08-14,24000000.0,100.0,7.0
Drama,es,9.978,Zeta Cinema,2018-02-23,105000.0,113.0,6.7
Horror-Thriller-Science Fiction,en,9.976,Destination Films,1999-10-22,5250000.0,91.0,4.5
Comedy-Family,en,9.975,Hughes Entertainment-20th Century Fox,1990-11-16,18000000.0,103.0,7.427
