title,popularity,budget,runtime,vote_average,vote_count,release_year,release_month,Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,Horror,Mystery,Outros,Romance,Science Fiction,Thriller,popularity_per_budget,vote_weighted,runtime_per_budget,vote_popularity_weighted,budget_log,vote_count_log,continent_Africa,continent_America_do_Norte,continent_Asia,continent_Europa,continent_Outros
Only the Animals,8.823,15.424948670398354,116.0,6.7,5.303304908059076,2019,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5371706284781964,35.53214288399581,7.062426941343169,59.11410000000001,2.7988014392758886,1.8410740844298052,False,False,False,True,False
Ice,8.82,14.731801689838349,118.0,7.1,4.553876891600541,2018,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0.5606477995268087,32.332525930363836,7.500730197750954,62.622,2.755684248962421,1.7144962229206409,False,False,False,True,False
Zero Effect,8.819,15.424948670398354,116.0,6.2,4.997212273764115,1998,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.5369270965147018,30.982716097337512,7.062426941343169,54.677800000000005,2.7988014392758886,1.791294740218941,False,True,False,False,False
Dear Comrades!,8.818,14.508658238524095,120.0,7.6,4.553876891600541,2020,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5685856161363949,34.609464376164105,7.737613283779473,67.01679999999999,2.7413984640023243,1.7144962229206409,False,False,False,True,False
42nd Street,8.816,12.992256969959042,89.0,6.9,4.955827057601261,1933,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0.6300627567752428,34.195206697448704,6.360660770530468,60.83040000000001,2.6385041030392986,1.7843700777314968,False,True,False,False,False
Scum,8.816,12.948012371209098,98.0,7.2,5.062595033026967,1979,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0.6320613837565572,36.450684237794164,7.026090699653198,63.47520000000001,2.635337015765198,1.8021379316915813,False,True,False,False,False
Crimes and Misdemeanors,8.816,16.759949589762293,104.0,7.5,6.606650186198215,1989,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0.4963978053790184,49.54987639648662,5.8558724772479485,66.12,2.8769458991457104,2.0290228891812925,False,True,False,False,False
We Don't Live Here Anymore,8.814,14.914123179965662,101.0,5.6,4.418840607796598,2004,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5538476672780799,24.745507403660948,6.346563920477203,49.358399999999996,2.767206965277634,1.68988188256892,False,True,False,False,False
Dead Ringers,8.814,16.380459992348886,115.0,7.2,6.54965074223381,1988,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5071212156571254,47.15748534408343,6.616625799928458,63.4608,2.8553465862504646,2.0215013028841584,False,True,False,False,False
Stronger Than The World: The Story of José Aldo,8.812,14.426525891785214,107.0,6.5,4.77912349311153,2016,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5712238816318638,31.064302705224943,6.936104781503567,57.278,2.7360884881912617,1.7542520263946595,False,False,False,True,False
"Hi, Mom",8.809,17.893048018819147,128.0,7.155,4.6443908991413725,2021,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0.46625615894404415,33.23061688335652,6.774978810856812,63.028394999999996,2.9387940247075535,1.7306622908306295,False,False,True,False,False
Flight of the Intruder,8.809,17.370858648025116,115.0,5.5,4.51085950651685,1991,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.4795094322358729,24.809727285842673,6.2599142589539545,48.44949999999999,2.910765639997766,1.7067206012930416,False,True,False,False,False
Heaven Can Wait,8.808,16.52356082573315,101.0,6.5,5.786897381366708,1978,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0.5026375682198992,37.6148329788836,5.763668754565148,57.251999999999995,2.8635463083350072,1.9149938977261756,False,True,False,False,False
The Oranges,8.808,15.76142084987672,90.0,5.6,6.100318952020064,2011,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0.5254924435636243,34.161786131312354,5.369473197175998,49.324799999999996,2.819079867706262,1.9601397058579975,False,True,False,False,False
Creature,8.801,13.527829818844937,97.0,4.586,4.2626798770413155,1985,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6058028012266281,19.548649916111476,6.676840327119978,40.361386,2.676066107779104,1.6606403793348095,False,True,False,False,False
A Better Life,8.798,16.118095750958314,98.0,7.2,5.209486152841421,2011,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5139590365655868,37.50830030045824,5.7249358471729375,63.345600000000005,2.840136135027038,1.8260781474077188,False,True,False,False,False
Return to Sender,8.797,15.86963441986494,109.0,6.429,5.049856007249537,2004,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5214695103078844,32.465524270607276,6.461313700529656,56.555913000000004,2.8255152258941987,1.8000344713048928,False,True,False,False,False
The Sea Wolves,8.794,16.300417291085605,120.0,5.9,4.219507705176107,1980,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0.5083114385068208,24.895095460539032,6.936248876599784,51.884600000000006,2.85073062208483,1.6524030880939045,False,True,False,False,False
Dead & Buried,8.791,14.914123179965662,94.0,6.4,5.420534999272286,1981,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5524024101476742,34.69142399534263,5.906703054701555,56.26240000000001,2.767206965277634,1.8595014474498321,False,True,False,False,False
A United Kingdom,8.791,16.454567959008102,111.0,6.7,6.137727054086234,2016,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5036503923010633,41.12277126237777,6.359366800752818,58.8997,2.859601388546752,1.9653943859068015,False,True,False,False,False
Offender,8.789,14.508658238524095,102.0,7.0,4.3694478524670215,2012,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5667156929261482,30.58613496726915,6.576971291212552,61.522999999999996,2.7413984640023243,1.6807250824647135,False,True,False,False,False
Elle: A Modern Cinderella Tale,8.788,12.429220196836383,90.0,5.2,4.276666119016055,2010,4,0,0,0,0,1,1,1,0,0,0,0,1,0,0.65439391648893,22.238663818883488,6.701803878471063,45.6976,2.597432944578047,1.6632944814375767,False,True,False,False,False
Sweet Smell of Success,8.787,15.039286283703994,97.0,7.7,5.921578419643816,1957,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5478423319201954,45.59615383125738,6.047650642569586,67.65990000000001,2.7750411054199615,1.9346438389440457,False,True,False,False,False
Memoirs of an Invisible Man,8.787,17.50439003707821,99.0,5.922,6.198478716492308,1992,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0.47486028895808136,36.707390959067446,5.350081780681695,52.036614,2.918008003234778,1.9738697143211963,False,True,False,False,False
The Best Man,8.785,16.012735246411598,120.0,6.6,4.736198448394496,1999,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5163778706221254,31.258909759403668,7.053539496261245,57.980999999999995,2.8339621957386507,1.7467966996992919,False,True,False,False,False
Talaash,8.785,15.956752618058363,149.0,6.8,5.337538079701318,2012,11,0,0,0,1,1,0,0,0,0,0,0,0,1,0.5180826894086002,36.29525894196896,8.787059843128223,59.738,2.830666139038622,1.8464903775306214,False,False,True,False,False
The Mole: Undercover in North Korea,8.782,14.672257209027238,123.0,6.8,4.30406509320417,2020,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5603532332880268,29.267642633788356,7.848263230975552,59.7176,2.75189209251798,1.6684735252826461,False,True,False,False,False
The Clan of the Cave Bear,8.781,16.52356082573315,98.0,5.083,4.574710978503383,1986,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5010967854835304,23.253255903732697,5.592470672746382,44.63382300000001,2.8635463083350072,1.7182404735813999,False,True,False,False,False
The Matador,8.78,16.118095750958314,96.0,6.3,5.953243334287785,2005,5,1,0,1,1,1,0,0,0,0,0,0,0,1,0.5129075177365141,37.50543300601304,5.608100421720429,55.31399999999999,2.840136135027038,1.9392082175256102,False,True,False,False,False
The Sicilian,8.778,16.012735246411598,116.0,5.1,4.74493212836325,1987,10,0,0,0,1,1,0,0,0,0,0,0,0,1,0.5159664141515101,24.199153854652575,6.818421513052537,44.7678,2.8339621957386507,1.748318097194945,False,True,False,False,False
Jurassic City,8.778,14.220976332738882,88.0,4.7,4.219507705176107,2015,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0.5767041356683114,19.831686214327704,5.781495094419161,41.256600000000006,2.722674498387897,1.6524030880939045,False,True,False,False,False
The Abominable Dr. Phibes,8.778,14.914123179965662,94.0,6.9,5.541263545158426,1971,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5515855256826623,38.23471846159314,5.906703054701555,60.568200000000004,2.767206965277634,1.8781303494314965,False,True,False,False,False
Alex & Emma,8.77,17.216707972959764,96.0,5.2,5.147494476813453,2003,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4814261727759965,26.766971279429956,5.269887410090726,45.604,2.9023391934519456,1.8160445966634724,False,True,False,False,False
Old Joy,8.77,12.611541086966115,73.0,6.3,4.709530201312334,2006,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6443061769396422,29.6700402682677,5.363095885586532,55.251,2.610918042212423,1.742136743805324,False,True,False,False,False
Robot Jox,8.769,16.118095750958314,85.0,5.6,4.454347296253507,1989,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5122649228965254,24.94434485901964,4.965505581731629,49.1064,2.840136135027038,1.696412959743625,False,True,False,False,False
A Raisin in the Sun,8.766,14.220976332738882,128.0,7.7,4.564348191467836,1961,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5759157499736178,35.14548107430234,8.409447410064235,67.4982,2.722674498387897,1.7163798514467992,False,True,False,False,False
Silent Movie,8.763,15.29711532616119,87.0,6.5,5.598421958998375,1976,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5377025212512955,36.389742733489435,5.338368064459968,56.9595,2.7909881182958545,1.886830523322648,False,True,False,False,False
My Mom is a Character 3,8.763,14.508658238524095,111.0,8.3,6.021023349349527,2019,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0.565039210047996,49.97449379960108,7.157292287496013,72.7329,2.7413984640023243,1.9489089836740094,False,False,False,True,False
Patlabor 2: The Movie,8.761,14.508658238524095,113.0,7.1,4.382026634673881,1993,8,1,0,0,0,0,0,0,0,0,1,0,1,1,0.5649102498265997,31.112389106184555,7.286252508892337,62.20309999999999,2.7413984640023243,1.6830650011356274,False,False,True,False,False
The Kids Are All Right,8.759,15.068273812173887,106.0,6.6,7.174724309836376,2010,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5451114477128138,47.353180444920085,6.596850491786535,57.8094,2.7768467571891517,2.101046992647249,False,True,False,False,False
100 Degrees Below Zero,8.756,13.122365377402328,88.0,4.5,4.59511985013459,2013,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6200094506838614,20.678039325605653,6.231250760641823,39.402,2.6477597376813042,1.7218947624700471,False,True,False,False,False
2001: A Space Travesty,8.755,17.073607134447293,99.0,4.346,5.3230099791384085,2000,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0.48440800637485676,23.133801369335522,5.47760052896754,38.04923,2.894452704740662,1.844195357303668,False,True,False,False,False
Hesher,8.75,15.76142084987672,106.0,6.8,6.335054251498059,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.522032116392111,43.0783689101868,6.324046210007287,59.5,2.819079867706262,1.9926648078181803,False,True,False,False,False
Beyond the Law,8.749,15.76142084987672,90.0,6.0,4.127134385045092,2019,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0.521972455578809,24.76280631027055,5.369473197175998,52.494,2.819079867706262,1.63454690370149,False,True,False,False,False
Deadly Blessing,8.742,14.731801689838349,103.0,5.5,4.912654885736052,1981,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.555689689735075,27.01960187154829,6.547247545494478,48.081,2.755684248962421,1.777094949793928,False,True,False,False,False
House of Voices,8.742,12.676079399771027,98.0,6.0,5.003946305945459,2004,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6392182835781405,30.023677835672757,7.165796361319807,52.452000000000005,2.6156482775346257,1.7924169706841675,False,False,False,True,False
Ravenous,8.74,14.914123179965662,103.0,5.8,5.814130531825066,2017,9,0,0,0,0,1,0,0,1,0,0,0,1,0,0.5491977095541659,33.721957084585384,6.472238453555959,50.692,2.767206965277634,1.9189984754722385,False,False,False,True,False
Get a Job,8.74,15.894952224644102,83.0,5.3,6.331501849893691,2016,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5173142772935017,33.55695980443656,4.912709955990919,46.322,2.8270148923814977,1.9921803857562759,False,True,False,False,False
Uncommon Valor,8.739,16.213405921671733,105.0,6.2,5.049856007249537,1983,12,1,0,0,0,1,0,0,0,0,1,0,0,0,0.5076856979824993,31.309107244947132,6.099896817503424,54.18180000000001,2.845688494284694,1.8000344713048928,False,True,False,False,False
Hunger,8.738,13.345508528717259,101.0,5.2,4.867534450455582,2009,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6091105088751657,25.311179142369028,7.040531173768796,45.437599999999996,2.663436898698147,1.7694345201285457,False,True,False,False,False
Absolon,8.737,15.894952224644102,96.0,4.2,4.110873864173311,2003,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0.517136709463767,17.26567022952791,5.682170551507569,36.6954,2.8270148923814977,1.6313704001963978,False,True,False,False,False
Heartbreaker,8.734,15.978833698567334,105.0,6.6,7.084226422097916,2010,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5144051797113114,46.75589438584624,6.18417035375403,57.6444,2.8319674917495594,2.0899148078203313,False,False,False,True,False
Tender Mercies,8.732,15.319588176962746,92.0,6.6,4.584967478670572,1983,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0.5350625215118093,30.260785359225775,5.637397157476691,57.63119999999999,2.7923661149628383,1.7200786095266942,False,True,False,False,False
The Lovers,8.732,17.11134746100564,109.0,4.7,4.23410650459726,2015,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0.4821286775487191,19.900300571607122,6.018326368851395,41.0404,2.896538673379569,1.6551961525056738,False,True,False,False,False
The Astronaut Farmer,8.732,16.380459992348886,104.0,6.2,5.5909869805108565,2006,10,0,1,1,0,1,0,0,0,0,0,0,1,0,0.5024032737823938,34.66411927916731,5.9837311581961705,54.1384,2.8553465862504646,1.8857031067251113,False,True,False,False,False
New Biz in the Hood,8.727,16.07713250064272,90.0,5.9,5.5053315359323625,2019,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5110342734455886,32.48145606200094,5.270205638833846,51.48930000000001,2.8377402878866964,1.8726220769889215,False,False,False,True,False
Dhoom,8.726,14.220976332738882,124.0,6.3,5.0689042022202315,2004,8,1,0,0,1,1,0,0,0,0,0,0,0,1,0.5732877976579728,31.93409647398746,8.146652178499727,54.973800000000004,2.722674498387897,1.8031780619573843,False,False,True,False,False
Anna,8.726,15.287380140295596,99.0,6.5,6.2878585601617845,2013,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5357522158159461,40.8710806410516,6.078325620648482,56.71900000000001,2.790390583424383,1.9862097525467475,False,True,False,False,False
Larger Than Life,8.725,17.216707972959764,93.0,5.5,4.74493212836325,1996,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0.47895591305251645,26.097126705997876,5.105203428525391,47.9875,2.9023391934519456,1.748318097194945,False,True,False,False,False
The Night Crew,8.723,14.914123179965662,89.0,5.2,3.9512437185814275,2015,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0.5481294760229964,20.546467336623422,5.592516722004664,45.35960000000001,2.767206965277634,1.5996388013001024,False,True,False,False,False
EVA,8.72,15.891385622317904,94.0,6.4,5.8377304471659395,2011,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5162394722951927,37.361474861862014,5.564966788503224,55.80800000000001,2.826803765484253,1.9224558706047865,False,False,False,True,False
Return of the Hero,8.719,16.195056784687036,90.0,6.197,6.156978985585555,2018,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5070643330334714,38.15479877367368,5.2340623893809415,54.031642999999995,2.844621946274068,1.968087962547812,False,False,False,True,False
She's the One,8.717,15.068273812173887,96.0,5.4,5.293304824724492,1996,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5424976012915399,28.58384605351226,5.9745061057689375,47.0718,2.7768467571891517,1.8394863420693595,False,True,False,False,False
South Central,8.717,15.201805169084134,99.0,6.9,4.219507705176107,1992,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5380264673613997,29.11460316571514,6.110430224707877,60.14730000000001,2.7851226662208344,1.6524030880939045,False,True,False,False,False
Green Street Hooligans 2,8.717,15.894952224644102,94.0,5.0,5.327876168789581,2009,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5159529239322029,26.639380843947905,5.563791998351161,43.585,2.8270148923814977,1.8449646614985311,False,True,False,False,False
Snow Day,8.716,16.380459992348886,89.0,5.1,5.181783550292085,2000,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0.5014826997580559,26.427096106489632,5.120693010379415,44.45159999999999,2.8553465862504646,1.8216068302034107,False,True,False,False,False
Suspicion,8.716,13.913545204853543,99.0,7.1,6.45833828334479,1941,11,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5844351480668337,45.854201811748005,6.638260630864679,61.883599999999994,2.7022698741450055,2.009332639181276,False,True,False,False,False
Where the Truth Lies,8.715,17.034386422832473,107.0,6.2,5.429345628954441,2005,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0.4832434991503984,33.661942899517534,5.93311008710185,54.033,2.8922802923091946,1.860872764634446,False,True,False,False,False
Altered,8.712,15.894952224644102,88.0,5.2,5.14166355650266,2006,12,0,0,0,0,0,0,0,1,0,0,0,1,1,0.5156569775493118,26.736650493813833,5.208656338881938,45.3024,2.8270148923814977,1.8150956430032537,False,True,False,False,False
Gozu,8.711,12.429220196836383,130.0,6.9,5.10594547390058,2003,7,0,0,0,1,0,0,0,1,1,0,0,0,1,0.6486601509484603,35.231023769914,9.680383380013758,60.105900000000005,2.597432944578047,1.8092629643515203,False,False,True,False,False
Stuck in the Suburbs,8.709,13.815511557963774,89.0,6.0,5.272999558563747,2004,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0.5878298542663993,31.63799735138248,6.007217479585433,52.254,2.6956747101603242,1.836254638743768,False,True,False,False,False
The St. Valentine's Day Massacre,8.709,14.59253968227493,100.0,6.4,4.48863636973214,1967,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5585363370856189,28.727272766285694,6.413323425027201,55.7376,2.746792574374013,1.7026798402849839,False,True,False,False,False
The Muppets Take Manhattan,8.704,15.894952224644102,94.0,6.5,5.726847747587197,1984,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0.5151834633366863,37.22451035931678,5.563791998351161,56.57600000000001,2.8270148923814977,1.9061066457543656,False,True,False,False,False
New Fist of Fury,8.7,16.118095750958314,114.0,5.7,4.1588830833596715,1976,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5082341007184138,23.705633575150127,6.659619250793009,49.589999999999996,2.840136135027038,1.6407200993500939,False,False,True,False,False
T-34,8.699,15.894952224644102,139.0,7.104,6.573680166960646,2018,12,1,0,0,0,1,0,0,0,0,1,0,0,0,0.5148875169537952,46.69942390608843,8.227309444370334,61.797696,2.8270148923814977,2.0246791008299514,False,False,False,True,False
Sergeant York,8.697,14.151983508870947,134.0,7.257,5.135798437050262,1941,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5739842572365668,37.27048925767375,8.843726626388404,63.11412899999999,2.7181314480634406,1.8141402142832723,False,True,False,False,False
Miserere,8.691,16.811242881518265,106.0,6.021,4.290459441148391,2013,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4879502265963802,25.83285629515446,5.951297206215199,52.328511000000006,2.879829880465673,1.6659050929776016,False,False,False,True,False
Heaven,8.69,16.213405921671733,96.0,6.5,5.3612921657094255,2002,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0.5048390794676644,34.84839907711127,5.577048518860273,56.485,2.845688494284694,1.8502315274246866,False,True,False,False,False
The House on Sorority Row,8.689,12.959846800844963,91.0,5.8,5.135798437050262,1982,11,0,0,0,0,0,0,0,1,1,0,0,0,1,0.6224280340579433,29.78763093489152,6.5186961789933076,50.3962,2.636185123122503,1.8141402142832723,False,True,False,False,False
Dark Floors,8.688,15.274125813221904,85.0,4.93,4.61512051684126,2008,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5338535599215682,22.752544148027408,5.2230148012584365,42.83184,2.789576473178704,1.7254630513334037,False,False,False,True,False
Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag,8.688,17.034386422832473,144.0,7.3,4.356708826689592,2011,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0.48174635922187736,31.803974434834018,7.984746285445481,63.4224,2.8922802923091946,1.6783497616208911,False,False,True,False,False
Arabesque,8.685,15.38412668421143,105.0,6.3,4.897839799950911,1966,5,1,1,1,1,0,0,0,0,0,0,1,0,1,0.530086233303439,30.856390739690738,6.408641853409452,54.7155,2.7963129810178433,1.7745861482661287,False,True,False,False,False
The Star Chamber,8.684,15.894952224644102,105.0,6.0,4.882801922586371,1983,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5139996778051221,29.296811535518223,6.214874040711404,52.104,2.8270148923814977,1.7720331658588133,False,True,False,False,False
Wendy,8.683,15.424948670398354,111.0,5.9,4.605170185988092,2020,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0.5286470097558856,27.170504097329744,6.758011986974929,51.2297,2.7988014392758886,1.7236894193081456,False,True,False,False,False
MegaFault,8.677,13.997832948091215,90.0,5.6,4.110873864173311,2009,10,1,1,0,0,0,0,0,0,0,1,0,1,0,0.5785502498948908,23.02089363937054,6.000866946011315,48.59119999999999,2.7079057205381436,1.6313704001963978,False,True,False,False,False
What Planet Are You From?,8.677,17.909855136853043,105.0,5.5,4.844187086458591,2000,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0.4588612624054198,26.643028975522252,5.552660199673745,47.7235,2.939683221977514,1.765447506801529,False,True,False,False,False
Citizen Toxie: The Toxic Avenger IV,8.676,13.122365377402328,109.0,6.4,4.709530201312334,2001,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0.6143446772650961,30.14099328839894,7.718253783067712,55.5264,2.6477597376813042,1.742136743805324,False,True,False,False,False
The Falling,8.672,13.767063734846557,103.0,5.1,4.912654885736052,2015,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0.587252832093916,25.054539917253866,6.974981746502922,44.2272,2.692399277514459,1.777094949793928,False,True,False,False,False
My Blueberry Nights,8.671,16.118095750958314,95.0,6.4,6.452048954437226,2007,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5065399870493524,41.29311330839825,5.549682708994174,55.4944,2.840136135027038,2.008489022019593,False,True,False,False,False
Blood and Wine,8.669,17.073607134447293,101.0,5.7,5.081404364984463,1996,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4796496867234304,28.96400488041144,5.588259125512339,49.41330000000001,2.894452704740662,1.8052356503890232,False,True,False,False,False
Reclaim Your Brain,8.667,14.731801689838349,129.0,6.62,4.276666119016055,2007,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5509222764737925,28.311529707886287,8.199950809405705,57.37554,2.755684248962421,1.6632944814375767,False,False,False,True,False
Sleuth,8.665,15.068273812173887,138.0,7.7,6.2285110035911835,1972,12,0,0,1,1,0,0,0,0,1,0,0,0,1,0.5392614104842484,47.95953472765211,8.588352527042847,66.7205,2.7768467571891517,1.978033068016178,False,True,False,False,False
Cyborg 2,8.663,15.424948670398354,99.0,4.38,4.61512051684126,1993,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0.5274293499384127,20.214227863764716,6.0274160964911525,37.94394,2.7988014392758886,1.7254630513334037,False,True,False,False,False
Jezebel,8.662,14.038654909278163,103.0,7.2,5.0106352940962555,1938,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5759823635992832,36.07657411749304,6.849016791817844,62.366400000000006,2.7106238802986886,1.7935304491330344,False,True,False,False,False
April Fool's Day,8.656,15.424948670398354,89.0,6.0,5.529429087511423,1986,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5270031690022972,33.17657452506854,5.418586187754673,51.93600000000001,2.7988014392758886,1.8763195102948889,False,True,False,False,False
The Sheltering Sky,8.655,17.034386422832473,138.0,6.7,5.3706380281276624,1990,10,0,1,0,0,1,0,0,0,0,0,1,0,0,0.47991652153146275,35.98327478845534,7.652048523551919,57.988499999999995,2.8922802923091946,1.8516996259697707,False,True,False,False,False
Theodore Rex,8.655,17.32705602664604,92.0,3.7,4.430816798843313,1995,12,0,0,0,0,0,1,1,0,0,0,0,1,0,0.47225260769740307,16.39402215572026,5.019900624859744,32.0235,2.9083784393860155,1.6920895459931111,False,True,False,False,False
Girls Gone Dead,8.651,13.122365377402328,104.0,4.6,3.912023005428146,2012,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0.6125744355717319,17.99530582496947,7.364205444394881,39.794599999999996,2.6477597376813042,1.5916858743493758,False,True,False,False,False
Philadelphia Experiment II,8.649,15.424948670398354,97.0,5.0,4.127134385045092,1993,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0.5265769880661816,20.63567192522546,5.905650114743857,43.245,2.7988014392758886,1.63454690370149,False,True,False,False,False
Mo' Money,8.647,16.648723960844016,97.0,5.5,4.7535901911063645,1992,7,1,0,1,1,0,0,0,0,0,0,1,0,1,0.489950436030644,26.144746051085004,5.496148062330573,47.5585,2.8706634839297305,1.749824041026481,False,True,False,False,False
The Arrival,8.646,17.034386422832473,115.0,5.998,6.424869023905388,1996,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0.47941747488862246,38.53636440538452,6.376707102959933,51.85870800000001,2.8922802923091946,2.0048350446551164,False,True,False,False,False
Romeo Is Bleeding,8.643,16.257857680289998,100.0,6.2,4.927253685157205,1993,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5008153480064372,30.54897284797467,5.794461969298128,53.586600000000004,2.8482675574586485,1.7795609835022244,False,True,False,False,False
The Flock,8.64,17.370858648025116,105.0,5.7,5.337538079701318,2007,8,0,0,0,1,1,0,0,0,1,0,0,0,1,0.47031007997706237,30.423967054297513,5.715573888610133,49.248000000000005,2.910765639997766,1.8464903775306214,False,True,False,False,False
Death Race 2000,8.639,12.611541086966115,80.0,6.1,5.950642552587727,1975,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0.6346819911723568,36.29891957078513,5.877365354067432,52.69789999999999,2.610918042212423,1.938834108912874,False,True,False,False,False
The Best Is Yet to Come,8.639,16.380459992348886,117.0,6.9,5.552959584921617,2019,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0.4970524372659299,38.31542113595916,6.731697552970692,59.6091,2.8553465862504646,1.8799167926221376,False,False,False,True,False
Winter Passing,8.637,15.068273812173887,98.0,6.4,4.48863636973214,2006,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5375188462033992,28.727272766285694,6.098974982972457,55.27680000000001,2.7768467571891517,1.7026798402849839,False,True,False,False,False
Waking Ned,8.636,14.914123179965662,91.0,7.156,5.429345628954441,1998,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5426626338340704,38.85239732079798,5.71819125508342,61.799215999999994,2.767206965277634,1.860872764634446,False,True,False,False,False
Miss Julie,8.633,15.520258832020865,130.0,5.7,4.820281565605037,2014,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5225705049649004,27.475604923948712,7.8691261027959065,49.208099999999995,2.8045874357679663,1.7613486395430595,False,True,False,False,False
Pumpkinhead: Ashes to Ashes,8.631,15.607270193858982,95.0,5.3,4.276666119016055,2006,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5197121440940705,22.66633043078509,5.7203862459664805,45.7443,2.809840562969964,1.6632944814375767,False,True,False,False,False
